# T1(b) -- LWM-PASS LEDGER (coordinate last half). DERIVED (R3.3).
# BUILDER: spec356c-targets.sh -- SPEC-356c R3.4's ONE target builder, committed before the data.
# SUBJECT: spec356c-long-r1.prune.csv    PRIOR-DURATION ARM: spec356-long.prune.csv
# STATUS:  replicate target table (R3.3). It is an OBSERVATION accompanying the frozen
#   classification and is read by no limb, step or slot.
# NOT A PREDICATE: this builder computes no predicate term, reads no threshold, decides nothing
#   and emits no verdict; it alters no Step, threshold, ordering or conditional. A column it
#   cannot compute is emitted EMPTY and never a substitute.
# NO FIT: no OLS fit, no slope, no standard error, no r2, no alpha, no t-statistic and no
#   significance claim is computed on any series in this file.
# (C1) SAMPLED, NOT EVENT-DRIVEN: the ledger scrapes every 10 s while LWM advances ~31 s apart,
#   so every 'at the moment LWM passes' reading here is THE FIRST SCRAPE AT OR AFTER the
#   advance -- a BUCKET, not an instant, carrying up to one cadence of lag.
# (C2) THE ADJ-7 BOUNDARY IS NOT CROSSED: eligible_refs (L) and ineligible_refs (P) are
#   PRE-drain; indexed_refs is POST-drain. No ratio is taken across that boundary anywhere in
#   this file, and the prohibited ratios P/indexed_refs and L/indexed_refs appear NOWHERE.
# (C3) MULTI-EVENT BUCKETS ARE REPORTED, NEVER SMOOTHED: a 10 s bucket carrying more than one
#   event does not separate into its events; the per-bucket event count is published
#   explicitly and is NEVER averaged into a per-event figure.
# UNITS DIFFER ON PURPOSE AND ARE NOT RECONCILED: indexed_refs is a REF COUNT, tombstone_bytes
#   is BYTES. No bytes-per-ref constant is assumed, fitted or implied anywhere in this file.
# The first non-'#' line below is the column header; every line after it is a data row.
# WINDOW: the COORDINATE LAST HALF -- rows whose elapsed_secs EXCEEDS the full ledger's elapsed
#   midpoint. One record per row i of that window at which topgun_or_prune_low_water_mark STRICTLY
#   INCREASES relative to row i-1. Row i-1 is the LEDGER's immediately preceding row, which for the
#   window's first row lies just outside the window; that is the literal reading of R3's derivation
#   and it is what makes the predicate defined for every row of the window.
# WHAT THIS LEDGER ANSWERS: what the AGGREGATE index looked like as the LWM walked past. WHAT IT
#   CANNOT DISTINGUISH: "epoch e's refs were never indexed" from "they were indexed and left the index
#   earlier". T1(a) -- per-epoch index membership -- is OUT-OF-SCOPE (a per-epoch labelled emission on
#   the prune path is a .rs change R0.4 forbids categorically); owner TODO-634. THIS TABLE IS NOT ITS
#   ANSWER and hypothesis (a) is addressed in DIRECTION ONLY.
# refs_per_indexed_epoch IS A MEAN OVER THE INDEX, NOT A PER-EPOCH VALUE. It is indexed_refs divided
#   by indexed_epochs, and it is EMPTY when indexed_epochs = 0.
# EVENTS_IN_BUCKET (C3) is the number of LWM ADVANCE EVENTS attributable to this bucket, read as the
#   delta of topgun_or_prune_lwm_advances_total across (i-1, i]. It is published, never averaged.
#   epochs_passed (lwm_after - lwm_before) is published beside it and is not assumed to be 1.
# The d_*_since_prev_pass columns are deltas since the PREVIOUS ROW OF THIS TABLE (the previous
#   LWM-pass bucket), exact between the two SAMPLED instants. On the first row of the table there is
#   no previous pass, so all three are EMPTY -- never zero, never a substitute.
# T1(b) AND T5 ARE ONE OBSERVATION REACHED BY TWO ROUTES wherever current_epoch == low_water_mark:
#   this table's rows are a PROJECTION of T5's epoch rows, and agreement between the two is a
#   RESTATEMENT, NOT CORROBORATION. The measured equality rate for this replicate is published in the
#   header of the t5-fate table.
t_secs,lwm_before,lwm_after,epochs_passed,current_epoch,indexed_refs,indexed_epochs,refs_per_indexed_epoch,eligible_refs,ineligible_refs,d_tombstone_bytes_since_prev_pass,d_bytes_freed_since_prev_pass,d_nonempty_drains_since_prev_pass,EVENTS_IN_BUCKET
23870,754,755,1,755,1108,2,554.000000,0,1009,20033,0,0,1
23911,755,756,1,756,1375,2,687.500000,0,1071,29141,0,0,1
23940,756,757,1,757,1236,2,618.000000,0,1030,19849,0,0,1
23970,757,758,1,758,1161,2,580.500000,0,1033,21229,0,0,1
24000,758,759,1,759,1031,2,515.500000,0,1003,20010,0,0,1
24040,759,760,1,760,1199,2,599.500000,0,1052,26887,0,0,1
24070,760,761,1,761,1082,2,541.000000,0,1032,20286,0,0,1
24110,761,762,1,762,1366,2,683.000000,0,1030,29532,0,0,1
24140,762,763,1,763,1261,2,630.500000,0,1019,20608,0,0,1
24170,763,764,1,764,1177,2,588.500000,0,1018,21045,0,0,1
24210,764,765,1,765,1397,2,698.500000,0,1054,28060,0,0,1
24240,765,766,1,766,1315,2,657.500000,0,1048,21114,0,0,1
24270,766,767,1,767,1201,2,600.500000,0,1033,20378,0,0,1
24300,767,768,1,768,1106,2,553.000000,0,1026,20815,0,0,1
24340,768,769,1,769,1228,2,614.000000,0,1071,25829,0,0,1
24370,769,770,1,770,1116,2,558.000000,0,1045,20424,0,0,1
24410,770,771,1,771,1334,2,667.000000,0,1009,27991,0,0,1
24440,771,772,1,772,1226,2,613.000000,0,1051,20539,0,0,1
24470,772,773,1,773,1095,2,547.500000,0,1026,19964,0,0,1
24510,773,774,1,774,1323,2,661.500000,0,1128,28244,0,0,1
24540,774,775,1,775,1175,2,587.500000,0,1073,19596,0,0,1
24570,775,776,1,776,1070,2,535.000000,0,1022,20608,0,0,1
24610,776,777,1,777,1164,2,582.000000,0,1004,25162,0,0,1
24640,777,778,1,778,1058,2,529.000000,0,1029,20562,0,0,1
24680,778,779,1,779,1273,2,636.500000,0,1025,27922,0,0,1
24711,779,780,1,780,1179,2,589.500000,0,1034,20838,0,0,1
24740,780,781,1,781,1036,2,518.000000,0,1017,19734,0,0,1
24780,781,782,1,782,1247,2,623.500000,0,1039,27853,0,0,1
24810,782,783,1,783,1131,2,565.500000,0,1004,20332,0,0,1
24850,783,784,1,784,1361,2,680.500000,0,1037,28290,0,0,1
24880,784,785,1,785,1225,2,612.500000,0,1065,19849,0,0,1
24920,785,786,1,786,1337,2,668.500000,0,1051,25576,0,0,1
24950,786,787,1,787,1215,2,607.500000,0,1021,20217,0,0,1
24980,787,788,1,788,1083,2,541.500000,0,1043,19964,0,0,1
25020,788,789,1,789,1322,2,661.000000,0,1012,28520,0,0,1
25050,789,790,1,790,1167,2,583.500000,0,1025,19389,0,0,1
25090,790,791,1,791,1397,2,698.500000,0,1046,28290,0,0,1
25120,791,792,1,792,1245,2,622.500000,0,1063,19504,0,0,1
25150,792,793,1,793,1137,2,568.500000,0,1038,20516,0,0,1
25190,793,794,1,794,1322,2,661.000000,0,1030,27255,0,0,1
25220,794,795,1,795,1188,2,594.000000,0,1049,19918,0,0,1
25260,795,796,1,796,1359,2,679.500000,0,1036,26933,0,0,1
25290,796,797,1,797,1202,2,601.000000,0,1042,19389,0,0,1
25330,797,798,1,798,1364,2,682.000000,0,1067,26726,0,0,1
25360,798,799,1,799,1203,2,601.500000,0,1002,19297,0,0,1
25400,799,800,1,800,1369,2,684.500000,0,1047,26841,0,0,1
25430,800,801,1,801,1174,2,587.000000,0,1051,18538,0,0,1
25470,801,802,1,802,1324,2,662.000000,0,1061,26404,0,0,1
25500,802,803,1,803,1116,2,558.000000,0,1021,18216,0,0,1
25540,803,804,1,804,1161,2,580.500000,0,1011,24035,0,0,1
25580,804,805,1,805,1249,2,624.500000,0,1026,25047,0,0,1
25610,805,806,1,806,1076,2,538.000000,0,1023,19021,0,0,1
25650,806,807,1,807,1187,2,593.500000,0,1050,25530,0,0,1
25690,807,808,1,808,1284,2,642.000000,0,1026,25254,0,0,1
25720,808,809,1,809,1078,2,539.000000,0,1036,18239,0,0,1
25760,809,810,1,810,1177,2,588.500000,0,1020,25277,0,0,1
25800,810,811,1,811,1276,2,638.000000,0,1004,25277,0,0,1
25840,811,812,1,812,1278,2,639.000000,0,1103,23046,0,0,1
25870,812,813,1,813,1051,2,525.500000,0,1002,17779,0,0,1
25910,813,814,1,814,1111,2,555.500000,0,1039,24403,0,0,1
25950,814,815,1,815,1156,2,578.000000,0,1046,24012,0,0,1
25990,815,816,1,816,1240,2,620.000000,0,1032,24932,0,0,1
26030,816,817,1,817,1293,2,646.500000,0,1032,24219,0,0,1
26070,817,818,1,818,1291,2,645.500000,0,1018,22954,0,0,1
26110,818,819,1,819,1210,2,605.000000,0,1022,21137,0,0,1
26150,819,820,1,820,1210,2,605.000000,0,1009,23000,0,0,1
26190,820,821,1,821,1216,2,608.000000,0,1031,23138,0,0,1
26230,821,822,1,822,1139,2,569.500000,0,1030,21229,0,0,1
26270,822,823,1,823,1071,2,535.500000,0,1050,21436,0,0,1
26310,823,824,1,824,1056,2,528.000000,0,1022,22655,0,0,1
26360,824,825,1,825,1086,2,543.000000,0,1042,23690,0,0,1
26410,825,826,1,826,1037,2,518.500000,0,1019,21873,0,0,1
26460,826,827,1,827,1116,2,558.000000,0,1008,24840,0,0,1
26510,827,828,1,828,1145,2,572.500000,0,1025,23644,0,0,1
26560,828,829,1,829,1227,2,613.500000,0,1042,24909,0,0,1
26600,829,830,1,830,1085,2,542.500000,0,1035,19711,0,0,1
26650,830,831,1,831,1117,2,558.500000,0,1050,23759,0,0,1
26700,831,832,1,832,1205,2,602.500000,0,1022,25001,0,0,1
26750,832,833,1,833,1187,2,593.500000,0,1078,22586,0,0,1
26790,833,834,1,834,1037,2,518.500000,0,1001,19550,0,0,1
26840,834,835,1,835,1149,2,574.500000,0,1036,25576,0,0,1
26890,835,836,1,836,1251,2,625.500000,0,1005,25346,0,0,1
26930,836,837,1,837,1074,2,537.000000,0,1007,18929,0,0,1
26980,837,838,1,838,1222,2,611.000000,0,1016,26404,0,0,1
27030,838,839,1,839,1226,2,613.000000,0,1094,23092,0,0,1
27070,839,840,1,840,1076,2,538.000000,0,1001,19550,0,0,1
27120,840,841,1,841,1221,2,610.500000,0,1012,26335,0,0,1
27160,841,842,1,842,1075,2,537.500000,0,1012,19642,0,0,1
27210,842,843,1,843,1165,2,582.500000,0,1002,25070,0,0,1
27260,843,844,1,844,1246,2,623.000000,0,1021,24863,0,0,1
27300,844,845,1,845,1054,2,527.000000,0,1025,18584,0,0,1
27350,845,846,1,846,1066,2,533.000000,0,1001,23276,0,0,1
27400,846,847,1,847,1170,2,585.000000,0,1010,25392,0,0,1
27450,847,848,1,848,1233,2,616.500000,0,1003,24472,0,0,1
27490,848,849,1,849,1064,2,532.000000,0,1007,19090,0,0,1
27540,849,850,1,850,1101,2,550.500000,0,1029,23851,0,0,1
27590,850,851,1,851,1156,2,578.000000,0,1039,24265,0,0,1
27640,851,852,1,852,1151,2,575.500000,0,1039,22885,0,0,1
27690,852,853,1,853,1196,2,598.000000,0,1033,24035,0,0,1
27740,853,854,1,854,1208,2,604.000000,0,1042,23276,0,0,1
27790,854,855,1,855,1250,2,625.000000,0,1036,23966,0,0,1
27840,855,856,1,856,1269,2,634.500000,0,1039,23437,0,0,1
27880,856,857,1,857,1055,2,527.500000,0,1028,18078,0,0,1
27930,857,858,1,858,1090,2,545.000000,0,1028,23805,0,0,1
27980,858,859,1,859,1064,2,532.000000,0,1032,22402,0,0,1
28030,859,860,1,860,1042,2,521.000000,0,1040,22517,0,0,1
28080,860,861,1,861,1035,2,517.500000,0,1019,22816,0,0,1
28140,861,862,1,862,1194,2,597.000000,0,1019,26657,0,0,1
28190,862,863,1,863,1171,2,585.500000,0,1018,22471,0,0,1
28240,863,864,1,864,1119,2,559.500000,0,1014,21827,0,0,1
28290,864,865,1,865,1075,2,537.500000,0,1001,21988,0,0,1
28341,865,866,1,866,1081,2,540.500000,0,1034,23115,0,0,1
28390,866,867,1,867,1048,2,524.000000,0,1033,22241,0,0,1
28450,867,868,1,868,1259,2,629.500000,0,1036,27853,0,0,1
28500,868,869,1,869,1220,2,610.000000,0,1098,22103,0,0,1
28550,869,870,1,870,1089,2,544.500000,0,1001,19987,0,0,1
28600,870,871,1,871,1048,2,524.000000,0,1004,22080,0,0,1
28660,871,872,1,872,1209,2,604.500000,0,1016,26680,0,0,1
28710,872,873,1,873,1166,2,583.000000,0,1045,22011,0,0,1
28760,873,874,1,874,1158,2,579.000000,0,1018,22839,0,0,1
